job_id,skill
104,Kubernetes
104,AWS SageMaker
105,Fine-tuning
105,RAG (Retrieval-Augmented Generation)
105,LangChain
105,OpenAI API
105,Stable Diffusion
105,Prompt Engineering
105,RNNs
105,Vector Databases
105,LlamaIndex
105,LLMs
106,XGBoost
106,CNNs
106,Supervised Learning
106,NumPy
106,Regression
106,CUDA
106,Scikit-learn
106,Random Forest
106,Feature Engineering
106,LightGBM
106,Pandas
107,JAX
107,Backpropagation
107,Keras
107,CNNs
107,CUDA
107,PyTorch
107,Neural Networks
107,Spacy
107,RNNs
107,TensorFlow
107,TensorRT
108,XGBoost
108,Supervised Learning
108,NumPy
108,Regression
108,Scikit-learn
108,Prompt Engineering
108,Random Forest
108,Feature Engineering
108,Kubernetes
108,LightGBM
108,Pandas
109,Backpropagation
109,GPT
109,NLTK
109,Statsmodels
109,Tokenization
109,Object Detection
109,Spacy
109,Hugging Face
109,Transformers
109,Named Entity Recognition (NER)
109,Text Summarization
109,BERT
110,Backpropagation
110,Docker
110,Triton Inference Server
110,CNNs
110,CI/CD
110,Model Monitoring
110,Kubeflow
110,MLflow
110,Git
110,Terraform
110,TensorFlow
110,Kubernetes
110,AWS SageMaker
111,Backpropagation
111,XGBoost
111,Supervised Learning
111,NumPy
111,Regression
111,Scikit-learn
111,Random Forest
111,TensorFlow
111,Feature Engineering
111,LightGBM
111,Pandas
112,Docker
112,Triton Inference Server
112,CI/CD
112,Model Monitoring
112,Neural Networks
112,Kubeflow
112,MLflow
112,Git
112,Terraform
112,ResNet
112,Kubernetes
112,AWS SageMaker
113,Fine-tuning
113,RAG (Retrieval-Augmented Generation)
113,XGBoost
113,LangChain
113,OpenAI API
113,Stable Diffusion
113,Prompt Engineering
113,Vector Databases
113,LlamaIndex
113,LLMs
114,XGBoost
114,Supervised Learning
114,NumPy
114,Regression
114,Scikit-learn
114,Random Forest
114,Feature Engineering
114,Image Processing
114,LightGBM
114,Pandas
115,OpenCV
115,OCR
115,NumPy
115,Object Detection
115,Image Segmentation
115,PyTorch
115,YOLO
115,ResNet
115,Image Processing
115,GANs
116,OpenCV
116,OCR
116,Object Detection
116,Image Segmentation
116,PyTorch
116,YOLO
116,Named Entity Recognition (NER)
116,ResNet
116,Image Processing
116,GANs
117,XGBoost
117,Supervised Learning
117,NumPy
117,Regression
117,Scikit-learn
117,Random Forest
117,Vector Databases
117,Feature Engineering
117,LightGBM
117,Pandas
118,XGBoost
118,Keras
118,Supervised Learning
118,NumPy
118,Regression
118,Scikit-learn
118,Random Forest
118,Feature Engineering
118,LightGBM
118,Pandas
119,RAG (Retrieval-Augmented Generation)
119,Backpropagation
119,XGBoost
119,Supervised Learning
119,NumPy
119,Regression
119,Scikit-learn
119,PyTorch
119,Random Forest
119,Feature Engineering
119,LightGBM
119,Pandas
120,Fine-tuning
120,RAG (Retrieval-Augmented Generation)
120,LangChain
120,OpenAI API
120,Stable Diffusion
120,NumPy
120,Image Segmentation
120,Prompt Engineering
120,Vector Databases
120,LlamaIndex
120,LLMs
120,Random Forest
121,Fine-tuning
121,RAG (Retrieval-Augmented Generation)
121,LangChain
121,OpenAI API
121,Stable Diffusion
121,Statsmodels
121,Prompt Engineering
121,RNNs
121,Vector Databases
121,LlamaIndex
121,LLMs
122,JAX
122,Backpropagation
122,Keras
122,CNNs
122,CUDA
122,PyTorch
122,Neural Networks
122,Prompt Engineering
122,RNNs
122,TensorFlow
122,TensorRT
122,GANs
123,GPT
123,NLTK
123,Tokenization
123,Spacy
123,Hugging Face
123,Transformers
123,Named Entity Recognition (NER)
123,Text Summarization
123,BERT
123,Feature Engineering
124,Fine-tuning
124,RAG (Retrieval-Augmented Generation)
124,JAX
124,LangChain
124,OpenAI API
124,Stable Diffusion
124,Triton Inference Server
124,Prompt Engineering
124,Vector Databases
124,LlamaIndex
124,LLMs
125,OpenCV
125,OCR
125,CNNs
125,Object Detection
125,Image Segmentation
125,PyTorch
125,YOLO
125,ResNet
125,Image Processing
125,GANs
126,GPT
126,NLTK
126,Tokenization
126,Spacy
126,Hugging Face
126,Matplotlib
126,Transformers
126,Named Entity Recognition (NER)
126,Text Summarization
126,BERT
127,SQL
127,R-Studio
127,Statsmodels
127,Matplotlib
127,Data Wrangling
127,A/B Testing
127,RNNs
127,Seaborn
127,Data Visualization
127,Pandas
128,Docker
128,Triton Inference Server
128,Stable Diffusion
128,GPT
128,CI/CD
128,Model Monitoring
128,Kubeflow
128,MLflow
128,Git
128,Terraform
128,Kubernetes
128,AWS SageMaker
129,XGBoost
129,Docker
129,Triton Inference Server
129,CI/CD
129,Model Monitoring
129,Kubeflow
129,MLflow
129,Git
129,Terraform
129,Kubernetes
129,AWS SageMaker
130,Fine-tuning
130,RAG (Retrieval-Augmented Generation)
130,Image Processing
130,LangChain
130,OpenAI API
130,Stable Diffusion
130,Prompt Engineering
130,Data Wrangling
130,Vector Databases
130,LlamaIndex
130,LLMs
131,Fine-tuning
131,RAG (Retrieval-Augmented Generation)
131,LangChain
131,OpenAI API
131,Stable Diffusion
131,GPT
131,Prompt Engineering
131,Vector Databases
131,LlamaIndex
131,LLMs
132,XGBoost
132,Supervised Learning
132,NumPy
132,Regression
132,Scikit-learn
132,PyTorch
132,Random Forest
132,Feature Engineering
132,LightGBM
132,Pandas
133,Fine-tuning
133,XGBoost
133,Supervised Learning
133,NumPy
133,Regression
133,Scikit-learn
133,Random Forest
133,Text Summarization
133,Feature Engineering
133,LightGBM
133,Pandas
134,XGBoost
134,CNNs
134,Supervised Learning
134,NumPy
134,Regression
134,Scikit-learn
134,GANs
134,Random Forest
134,Feature Engineering
134,LightGBM
134,Pandas
135,XGBoost
135,Supervised Learning
135,NumPy
135,Regression
135,CUDA
135,Scikit-learn
135,Random Forest
135,Feature Engineering
135,LightGBM
135,Pandas
136,XGBoost
136,R-Studio
136,CNNs
136,Supervised Learning
136,NumPy
136,Regression
136,Scikit-learn
136,Random Forest
136,YOLO
136,Feature Engineering
136,LightGBM
136,Pandas
137,XGBoost
137,Supervised Learning
137,NumPy
137,Regression
137,CI/CD
137,Scikit-learn
137,Random Forest
137,Seaborn
137,Feature Engineering
137,LightGBM
137,Pandas
138,Fine-tuning
138,RAG (Retrieval-Augmented Generation)
138,Keras
138,LangChain
138,OpenAI API
138,Stable Diffusion
138,SQL
138,Prompt Engineering
138,Vector Databases
138,LlamaIndex
138,LLMs
138,LightGBM
139,JAX
139,Backpropagation
139,Keras
139,CNNs
139,CUDA
139,PyTorch
139,Neural Networks
139,RNNs
139,TensorFlow
139,Seaborn
139,TensorRT
140,GPT
140,NLTK
140,Supervised Learning
140,Tokenization
140,Spacy
140,Prompt Engineering
140,Hugging Face
140,Transformers
140,Named Entity Recognition (NER)
140,Text Summarization
140,BERT
140,Vector Databases
141,Docker
141,Triton Inference Server
141,Stable Diffusion
141,CI/CD
141,Model Monitoring
141,Kubeflow
141,MLflow
141,Git
141,Terraform
141,Kubernetes
141,AWS SageMaker
142,RAG (Retrieval-Augmented Generation)
142,XGBoost
142,Supervised Learning
142,NumPy
142,Regression
142,Scikit-learn
142,Random Forest
142,Feature Engineering
142,LightGBM
142,Pandas
143,XGBoost
143,Stable Diffusion
143,OCR
143,Supervised Learning
143,NumPy
143,Regression
143,Scikit-learn
143,Random Forest
143,Feature Engineering
143,LightGBM
143,Pandas
144,Fine-tuning
144,RAG (Retrieval-Augmented Generation)
144,LangChain
144,OpenAI API
144,Stable Diffusion
144,R-Studio
144,Prompt Engineering
144,Vector Databases
144,Seaborn
144,LlamaIndex
144,LLMs
145,XGBoost
145,Supervised Learning
145,NumPy
145,Regression
145,Scikit-learn
145,Random Forest
145,Text Summarization
145,Feature Engineering
145,LightGBM
145,Pandas
146,Docker
146,Triton Inference Server
146,CI/CD
146,Model Monitoring
146,Scikit-learn
146,Kubeflow
146,MLflow
146,Git
146,Terraform
146,Kubernetes
146,AWS SageMaker
147,OpenCV
147,OCR
147,Object Detection
147,Image Segmentation
147,PyTorch
147,YOLO
147,ResNet
147,Image Processing
147,AWS SageMaker
147,GANs
148,Docker
148,Triton Inference Server
148,CI/CD
148,Model Monitoring
148,Kubeflow
148,MLflow
148,Git
148,Terraform
148,BERT
148,Kubernetes
148,AWS SageMaker
149,GPT
149,NLTK
149,OpenAI API
149,Tokenization
149,Spacy
149,Hugging Face
149,Transformers
149,Named Entity Recognition (NER)
149,Text Summarization
149,BERT
149,TensorFlow
150,XGBoost
150,SQL
150,R-Studio
150,OpenAI API
150,Statsmodels
150,Matplotlib
150,Data Wrangling
150,A/B Testing
150,Seaborn
150,Image Processing
150,Data Visualization
150,Pandas
151,XGBoost
151,Supervised Learning
151,NLTK
151,NumPy
151,Regression
151,Scikit-learn
151,GANs
151,Random Forest
151,Kubeflow
151,Feature Engineering
151,LightGBM
151,Pandas
152,Fine-tuning
152,RAG (Retrieval-Augmented Generation)
152,LangChain
152,OpenAI API
152,Stable Diffusion
152,OpenCV
152,NLTK
152,Prompt Engineering
152,Vector Databases
152,LlamaIndex
152,LLMs
152,TensorRT
153,XGBoost
153,Stable Diffusion
153,Supervised Learning
153,NumPy
153,Regression
153,Scikit-learn
153,Random Forest
153,MLflow
153,Feature Engineering
153,LightGBM
153,Pandas
154,Fine-tuning
154,RAG (Retrieval-Augmented Generation)
154,LangChain
154,OpenAI API
154,Stable Diffusion
154,Image Segmentation
154,Prompt Engineering
154,Scikit-learn
154,Vector Databases
154,LlamaIndex
154,LLMs
155,XGBoost
155,Supervised Learning
155,NumPy
155,Regression
155,Scikit-learn
155,Random Forest
155,BERT
155,Feature Engineering
155,LightGBM
155,Pandas
156,Fine-tuning
156,RAG (Retrieval-Augmented Generation)
156,LangChain
156,OpenAI API
156,Stable Diffusion
156,Prompt Engineering
156,Matplotlib
156,Vector Databases
156,LlamaIndex
156,LLMs
157,GPT
157,NLTK
157,Tokenization
157,CI/CD
157,Spacy
157,PyTorch
157,Hugging Face
157,Transformers
157,Named Entity Recognition (NER)
157,Text Summarization
157,BERT
158,Keras
158,Docker
158,Triton Inference Server
158,CNNs
158,CI/CD
158,Model Monitoring
158,Kubeflow
158,MLflow
158,Git
158,Terraform
158,Kubernetes
158,AWS SageMaker
159,Fine-tuning
159,RAG (Retrieval-Augmented Generation)
159,LangChain
159,OpenAI API
159,Stable Diffusion
159,Prompt Engineering
159,Vector Databases
159,LlamaIndex
159,LLMs
159,GANs
160,XGBoost
160,Supervised Learning
160,NumPy
160,Regression
160,Scikit-learn
160,Random Forest
160,Named Entity Recognition (NER)
160,Vector Databases
160,TensorFlow
160,Feature Engineering
160,LightGBM
160,Pandas
161,XGBoost
161,GPT
161,Supervised Learning
161,NumPy
161,Regression
161,CUDA
161,Scikit-learn
161,Random Forest
161,Feature Engineering
161,LightGBM
161,Pandas
162,Fine-tuning
162,RAG (Retrieval-Augmented Generation)
162,LangChain
162,OpenAI API
162,Stable Diffusion
162,Model Monitoring
162,Prompt Engineering
162,Named Entity Recognition (NER)
162,Vector Databases
162,LlamaIndex
162,LLMs
163,JAX
163,XGBoost
163,OpenCV
163,Supervised Learning
163,NumPy
163,Regression
163,Scikit-learn
163,Random Forest
163,A/B Testing
163,Feature Engineering
163,LightGBM
163,Pandas
164,OpenCV
164,OCR
164,CNNs
164,Object Detection
164,Image Segmentation
164,PyTorch
164,Prompt Engineering
164,YOLO
164,Vector Databases
164,ResNet
164,Image Processing
164,GANs
165,Image Processing
165,Docker
165,Triton Inference Server
165,CI/CD
165,Model Monitoring
165,Object Detection
165,Kubeflow
165,YOLO
165,MLflow
165,Git
165,Terraform
165,Kubernetes
165,AWS SageMaker
166,Fine-tuning
166,XGBoost
166,Supervised Learning
166,NumPy
166,Regression
166,Scikit-learn
166,Image Segmentation
166,Random Forest
166,Feature Engineering
166,ResNet
166,LightGBM
166,Pandas
167,RAG (Retrieval-Augmented Generation)
167,GPT
167,NLTK
167,Tokenization
167,Spacy
167,Hugging Face
167,Transformers
167,Named Entity Recognition (NER)
167,Text Summarization
167,BERT
168,XGBoost
168,Supervised Learning
168,NumPy
168,Regression
168,Model Monitoring
168,Scikit-learn
168,Random Forest
168,Feature Engineering
168,LightGBM
168,Pandas
169,XGBoost
169,Supervised Learning
169,NumPy
169,Regression
169,Scikit-learn
169,Random Forest
169,Vector Databases
169,Feature Engineering
169,LightGBM
169,Pandas
170,JAX
170,Backpropagation
170,Keras
170,CNNs
170,CUDA
170,PyTorch
170,Neural Networks
170,RNNs
170,TensorFlow
170,Git
170,TensorRT
171,Docker
171,Triton Inference Server
171,CI/CD
171,Model Monitoring
171,Kubeflow
171,MLflow
171,Git
171,Text Summarization
171,Terraform
171,Kubernetes
171,AWS SageMaker
171,Pandas
172,SQL
172,R-Studio
172,OpenAI API
172,Statsmodels
172,Matplotlib
172,Data Wrangling
172,A/B Testing
172,Seaborn
172,Data Visualization
172,Pandas
173,XGBoost
173,Stable Diffusion
173,Supervised Learning
173,NumPy
173,Regression
173,Model Monitoring
173,Scikit-learn
173,Object Detection
173,Random Forest
173,Feature Engineering
173,LightGBM
173,Pandas
174,XGBoost
174,Supervised Learning
174,NumPy
174,Regression
174,CUDA
174,Scikit-learn
174,Random Forest
174,Text Summarization
174,BERT
174,Feature Engineering
174,LightGBM
174,Pandas
175,OpenCV
175,OCR
175,Supervised Learning
175,Object Detection
175,Image Segmentation
175,PyTorch
175,YOLO
175,Text Summarization
175,ResNet
175,Image Processing
175,GANs
176,Fine-tuning
176,RAG (Retrieval-Augmented Generation)
176,LangChain
176,OpenAI API
176,Stable Diffusion
176,GPT
176,Model Monitoring
176,Prompt Engineering
176,Feature Engineering
176,Vector Databases
176,LlamaIndex
176,LLMs
177,Docker
177,Triton Inference Server
177,CI/CD
177,Model Monitoring
177,PyTorch
177,Kubeflow
177,MLflow
177,Git
177,Terraform
177,Kubernetes
177,AWS SageMaker
178,Docker
178,Triton Inference Server
178,CI/CD
178,Model Monitoring
178,Kubeflow
178,Hugging Face
178,MLflow
178,Git
178,Terraform
178,Kubernetes
178,AWS SageMaker
178,Data Visualization
179,Docker
179,Triton Inference Server
179,CI/CD
179,Model Monitoring
179,Kubeflow
179,MLflow
179,Git
179,Terraform
179,LLMs
179,Kubernetes
179,AWS SageMaker
180,Keras
180,OpenCV
180,OCR
180,Object Detection
180,Image Segmentation
180,PyTorch
180,YOLO
180,Matplotlib
180,ResNet
180,Image Processing
180,GANs
181,JAX
181,R-Studio
181,GPT
181,NLTK
181,Tokenization
181,Spacy
181,Hugging Face
181,Transformers
181,Named Entity Recognition (NER)
181,Text Summarization
181,BERT
181,TensorRT
182,Docker
182,Triton Inference Server
182,CI/CD
182,Model Monitoring
182,Kubeflow
182,MLflow
182,Git
182,Terraform
182,TensorFlow
182,Kubernetes
182,AWS SageMaker
183,XGBoost
183,Supervised Learning
183,NumPy
183,Regression
183,Tokenization
183,Scikit-learn
183,Random Forest
183,Feature Engineering
183,LightGBM
183,Pandas
184,Keras
184,Docker
184,Triton Inference Server
184,CI/CD
184,Model Monitoring
184,Kubeflow
184,MLflow
184,Git
184,Terraform
184,Kubernetes
184,AWS SageMaker
185,GPT
185,NLTK
185,Tokenization
185,Spacy
185,Hugging Face
185,Transformers
185,Named Entity Recognition (NER)
185,Text Summarization
185,BERT
185,TensorRT
186,XGBoost
186,OpenAI API
186,Supervised Learning
186,NumPy
186,Regression
186,Scikit-learn
